InvID,ProductID,ProductName,WarehouseLocation,Availability,Demand,OrderDate
1218,75,Hunt-Erickson Tablet,"Kochi, Kerala",,329.0,2022-08-08
1219,36,Brown-Larson Perfume,"Surat, Gujarat",145.0,38700.0,2024-04-16
1220,56,Fischer-Chandler Camera,"Hyderabad, Telangana",0.0,181.0,2023-05-04
1221,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",20.0,57.0,2024-04-01
1222,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",0.0,412.0,2023-08-19
1223,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",37.0,493.0,2023-05-16
1224,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",46.0,479.0,2023-01-12
1225,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",0.0,229.0,2023-02-24
1226,55,Quinn-Brooks Moisturizer,"Patna, Bihar",0.0,128.0,2024-03-02
1227,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",0.0,255.0,2022-11-21
1228,28,Mcdonald-Sanchez Shampoo,"Vijayawada, Andhra Pradesh",0.0,159.0,2022-03-01
1229,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",181.0,476.0,2023-11-11
1230,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",5.0,186.0,2024-07-30
1231,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",48.0,154.0,2023-09-18
1232,73,Hunt Ltd Smartphone,"Gurugram, Haryana",184.0,190.0,2022-10-20
1233,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",5.0,233.0,2022-01-09
1234,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",85.0,93.0,2022-07-06
1235,65,"Walls, Hines and Brooks Pen","Jammu, J&K",167.0,366.0,2024-05-22
1236,65,"Walls, Hines and Brooks Pen","Jammu, J&K",0.0,52.0,2022-02-11
1237,81,"Morgan, Banks and Sanders Curtains","Noida, Uttar Pradesh",7.0,214.0,2024-05-19
1238,5,Williams-Hanson Massage Oil,"Gurugram, Haryana",0.0,265.0,2022-02-24
1239,47,Vega and Sons Protein Powder,"Ranchi, Jharkhand",0.0,229.0,2023-10-27
1240,81,"Morgan, Banks and Sanders Curtains","Noida, Uttar Pradesh",0.0,280.0,2022-06-15
1241,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",220.0,270.0,2022-01-13
1242,49,Frederick Group Vase,"Mysuru, Karnataka",,67.0,2022-10-24
1243,9,Ingram Ltd Washing Machine,"Nagpur, Maharashtra",0.0,223.0,2022-07-17
1244,39,Cunningham Group Tablet,"Pune, Maharashtra",,178.0,2022-03-24
1245,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",270.0,403.0,2023-02-03
1246,18,"Moreno, Gill and Valentine Laptop","Lucknow, Uttar Pradesh",272.0,432.0,2022-11-11
1247,7,Smith PLC Vase,"Bhubaneswar, Odisha",333.0,494.0,2022-12-28
1248,23,"Turner, Roach and Campbell Vitamins","Bhubaneswar, Odisha",0.0,74.0,2023-04-22
1249,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",456.0,500.0,2023-01-11
1250,75,Hunt-Erickson Tablet,"Kochi, Kerala",174.0,496.0,2024-05-08
1251,30,Garcia-Bush Eraser,"Noida, Uttar Pradesh",0.0,106.0,2023-09-16
1252,57,Walker PLC Laptop,"Dehradun, Uttarakhand",11.0,370.0,2024-04-02
1253,65,"Walls, Hines and Brooks Pen","Jammu, J&K",0.0,382.0,2023-08-01
1254,58,Cannon Inc Perfume,"Kochi, Kerala",308.0,493.0,2024-05-04
1255,26,Nichols-Jones Refrigerator,"Chandigarh, UT",0.0,137.0,2023-10-23
1256,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",170.0,375.0,2023-12-28
1257,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",99.0,190.0,2023-12-22
1258,62,Vasquez-Bowers Laptop,"Lucknow, Uttar Pradesh",0.0,281.0,2023-12-01
1259,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",0.0,456.0,2024-05-24
1260,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",0.0,156.0,2022-10-06
1261,18,"Moreno, Gill and Valentine Laptop","Lucknow, Uttar Pradesh",166.0,308.0,2024-07-29
1262,69,Bennett LLC Marker,"Mysuru, Karnataka",45.0,218.0,2023-04-27
1263,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",0.0,87.0,2022-12-23
1264,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",0.0,283.0,2024-04-18
1265,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,50.0,2023-08-17
1266,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",112.0,405.0,2024-05-27
1267,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",304.0,470.0,2023-12-23
1268,57,Walker PLC Laptop,"Dehradun, Uttarakhand",144.0,182.0,2024-02-23
1269,15,Walker-Jones Notebook,"Hyderabad, Telangana",226.0,499.0,2022-09-01
1270,88,Brandt-Hayes Microwave,"Vadodara, Gujarat",7.0,211.0,2024-07-30
1271,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",0.0,304.0,2022-03-15
1272,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",0.0,318.0,2023-12-13
1273,65,"Walls, Hines and Brooks Pen","Jammu, J&K",0.0,251.0,2023-05-12
1274,36,Brown-Larson Perfume,"Surat, Gujarat",0.0,,2022-03-19
1275,60,Scott-Daniels Washing Machine,"Jammu, J&K",2000.0,255.0,2024-08-09
1276,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",49.0,432.0,2022-09-06
1277,78,Hernandez-Campos Cushion,"Pune, Maharashtra",45.0,97.0,2022-12-16
1278,77,Moody LLC Stapler,"Pune, Maharashtra",0.0,108.0,2023-02-11
1279,79,Santiago LLC Refrigerator,"Amritsar, Punjab",14.0,62.0,2023-12-14
1280,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",29.0,438.0,2023-01-10
1281,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",0.0,16200.0,2022-12-28
1282,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",243.0,370.0,2023-01-20
1283,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",46.0,359.0,2022-11-22
1284,17,Osborn-Sherman Perfume,"Visakhapatnam, Andhra Pradesh",103.0,289.0,2023-06-07
1285,50,"Brown, Perez and Kramer Headphones","Chandigarh, UT",3.0,347.0,2023-12-27
1286,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",108.0,264.0,2022-11-05
1287,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",105.0,,2023-10-20
1288,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",0.0,202.0,2024-08-26
1289,63,"Cole, Wise and Jackson Smartwatch","Kolkata, West Bengal",168.0,421.0,2022-11-07
1290,18,"Moreno, Gill and Valentine Laptop","Lucknow, Uttar Pradesh",0.0,258.0,2023-04-01
1291,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",248.0,377.0,2022-08-03
1292,80,Phillips-Lewis Camera,"Kochi, Kerala",282.0,443.0,2022-05-11
1293,22,"Chung, Flowers and Henderson Eraser","Shimla, Himachal Pradesh",160.0,373.0,2022-02-27
1294,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",262.0,346.0,2023-09-02
1295,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",0.0,58.0,2022-03-15
1296,4,Chan Group Curtains,"Mysuru, Karnataka",0.0,146.0,2023-01-27
1297,70,"Rodriguez, Lewis and Robinson Lipstick","Nagpur, Maharashtra",0.0,66.0,2022-12-12
1298,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",0.0,260.0,2022-06-15
1299,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",174.0,226.0,2023-10-18
1300,20,Juarez LLC Marker,"Indore, Madhya Pradesh",88.0,479.0,2023-11-05
1301,51,"Ferguson, Avila and Deleon Notebook","Jammu, J&K",0.0,243.0,2023-04-02
1302,33,Smith-Shepherd Vase,"Kanpur, Uttar Pradesh",0.0,84.0,2023-11-20
1303,42,Brewer-Fowler Lipstick,"Guwahati, Assam",0.0,8800.0,2023-04-26
1304,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,75.0,2023-04-26
1305,84,Miller Group Smartphone,"Hyderabad, Telangana",398.0,404.0,2022-11-21
1306,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",0.0,291.0,2022-02-21
1307,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,397.0,2022-06-10
1308,39,Cunningham Group Tablet,"Pune, Maharashtra",247.0,348.0,2024-07-10
1309,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,245.0,2024-07-20
1310,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",0.0,347.0,2024-04-14
1311,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",0.0,74.0,2022-04-26
1312,60,Scott-Daniels Washing Machine,"Jammu, J&K",0.0,333.0,2022-07-14
1313,76,Flores Group Headphones,"Bhopal, Madhya Pradesh",179.0,494.0,2024-02-12
1314,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",362.0,362.0,2022-02-08
1315,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",0.0,6800.0,2022-08-22
1316,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",405.0,468.0,2022-01-14
1317,77,Moody LLC Stapler,"Pune, Maharashtra",377.0,414.0,2023-05-03
1318,86,"Johnson, Carroll and Barton Lipstick","Raipur, Chhattisgarh",,219.0,2023-09-13
1319,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",162.0,310.0,2022-05-30
1320,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,231.0,2023-05-04
1321,84,Miller Group Smartphone,"Hyderabad, Telangana",360.0,372.0,2022-08-23
1322,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",222.0,436.0,2022-10-19
1323,91,"Moss, Shaw and Garcia Air Conditioner","Ranchi, Jharkhand",21650.0,456.0,2024-08-06
1324,50,"Brown, Perez and Kramer Headphones","Chandigarh, UT",0.0,84.0,2024-04-15
1325,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",90.0,324.0,2023-10-14
1326,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,80.0,2023-11-27
1327,84,Miller Group Smartphone,"Hyderabad, Telangana",184.0,431.0,2023-10-23
1328,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",0.0,274.0,2024-07-05
1329,26,Nichols-Jones Refrigerator,"Chandigarh, UT",100.0,175.0,2022-05-10
1330,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",199.0,402.0,2023-12-05
1331,95,Hicks LLC Smartwatch,"Srinagar, J&K",111.0,163.0,2023-01-16
1332,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",0.0,209.0,2022-07-31
1333,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",0.0,294.0,2023-06-06
1334,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",0.0,50.0,2022-05-10
1335,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",0.0,274.0,2022-11-23
1336,75,Hunt-Erickson Tablet,"Kochi, Kerala",21.0,409.0,2023-04-10
1337,37,Suarez-James Curtains,"Vijayawada, Andhra Pradesh",0.0,76.0,2023-06-12
1338,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",0.0,126.0,2023-07-27
1339,1,"Knight, Potter and Lewis Face Mask","Surat, Gujarat",85.0,110.0,2023-09-30
1340,85,Liu Group Cushion,"Indore, Madhya Pradesh",0.0,240.0,2024-02-05
1341,80,Phillips-Lewis Camera,"Kochi, Kerala",,269.0,2022-10-25
1342,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",201.0,308.0,2022-03-22
1343,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",222.0,376.0,2024-04-18
1344,56,Fischer-Chandler Camera,"Hyderabad, Telangana",237.0,457.0,2023-07-16
1345,32,"Rogers, Oconnor and Singleton Microwave","Kanpur, Uttar Pradesh",0.0,124.0,2022-03-24
1346,61,Bailey-Cobb Face Mask,"Bengaluru, Karnataka",0.0,330.0,2022-05-14
1347,57,Walker PLC Laptop,"Dehradun, Uttarakhand",0.0,176.0,2023-03-18
1348,21,"Grant, Kent and Cook Yoga Mat","Delhi, Delhi",324.0,,2023-08-24
1349,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",410.0,413.0,2023-05-09
1350,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",0.0,386.0,2023-07-23
1351,83,Sanchez Group Washing Machine,"Lucknow, Uttar Pradesh",0.0,455.0,2022-08-09
1352,1,"Knight, Potter and Lewis Face Mask","Surat, Gujarat",473.0,499.0,2022-02-23
1353,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",0.0,38400.0,2022-01-24
1354,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",164.0,483.0,2022-04-05
1355,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",0.0,301.0,2024-08-16
1356,50,"Brown, Perez and Kramer Headphones","Chandigarh, UT",0.0,,2022-03-29
1357,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",246.0,376.0,2023-01-10
1358,17,Osborn-Sherman Perfume,"Visakhapatnam, Andhra Pradesh",122.0,316.0,2023-06-16
1359,93,Dillon-Doyle Eraser,"Lucknow, Uttar Pradesh",0.0,198.0,2022-10-13
1360,55,Quinn-Brooks Moisturizer,"Patna, Bihar",81.0,155.0,2023-06-09
1361,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",176.0,454.0,2024-05-23
1362,69,Bennett LLC Marker,"Mysuru, Karnataka",221.0,,2024-03-29
1363,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",104.0,145.0,2023-07-22
1364,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",0.0,170.0,2022-12-08
1365,63,"Cole, Wise and Jackson Smartwatch","Kolkata, West Bengal",0.0,253.0,2022-03-06
1366,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",65.0,116.0,2023-12-10
1367,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",0.0,91.0,2023-04-22
1368,87,"Walker, Hinton and Nixon Marker","Mysuru, Karnataka",0.0,110.0,2024-01-19
1369,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",172.0,257.0,2022-04-25
1370,58,Cannon Inc Perfume,"Kochi, Kerala",15900.0,327.0,2024-03-29
1371,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,110.0,2022-10-05
1372,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",359.0,391.0,2022-01-17
1373,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",300.0,352.0,2022-12-16
1374,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",0.0,316.0,2022-10-26
1375,22,"Chung, Flowers and Henderson Eraser","Shimla, Himachal Pradesh",128.0,408.0,2022-02-24
1376,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",0.0,394.0,2024-04-22
1377,62,Vasquez-Bowers Laptop,"Lucknow, Uttar Pradesh",0.0,298.0,2022-08-27
1378,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",0.0,106.0,2022-05-13
1379,9,Ingram Ltd Washing Machine,"Nagpur, Maharashtra",0.0,266.0,2024-02-27
1380,73,Hunt Ltd Smartphone,"Gurugram, Haryana",0.0,177.0,2022-04-18
1381,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",0.0,70.0,2022-11-13
1382,59,"Richardson, Williams and Mendez Pen","Lucknow, Uttar Pradesh",182.0,197.0,2022-11-14
1383,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",0.0,120.0,2024-06-29
1384,37,Suarez-James Curtains,"Vijayawada, Andhra Pradesh",340.0,400.0,2022-03-03
1385,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",0.0,327.0,2023-08-17
1386,25,Harvey-Gomez Vacuum Cleaner,"Mumbai, Maharashtra",368.0,414.0,2024-05-19
1387,12,Carpenter-Brown Lipstick,"Lucknow, Uttar Pradesh",273.0,469.0,2022-03-20
1388,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",113.0,234.0,2024-05-20
1389,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",161.0,230.0,2023-06-09
1390,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",0.0,102.0,2022-08-24
1391,8,Payne LLC Washing Machine,"Kanpur, Uttar Pradesh",2.0,189.0,2023-10-16
1392,38,Porter-James Camera,"Kolkata, West Bengal",0.0,68.0,2024-02-03
1393,4,Chan Group Curtains,"Mysuru, Karnataka",151.0,,2022-03-09
1394,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",0.0,,2024-07-14
1395,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",0.0,198.0,2023-04-22
1396,15,Walker-Jones Notebook,"Hyderabad, Telangana",0.0,346.0,2022-04-19
1397,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",272.0,411.0,2023-12-16
1398,48,Harris Group Foundation,"Visakhapatnam, Andhra Pradesh",0.0,249.0,2023-11-27
1399,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",0.0,226.0,2023-01-06
1400,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",92.0,473.0,2022-02-20
1401,43,Warren-Marshall Microwave,"Thiruvananthapuram, Kerala",65.0,213.0,2023-12-22
1402,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,124.0,2024-02-08
1403,23,"Turner, Roach and Campbell Vitamins","Bhubaneswar, Odisha",0.0,106.0,2023-06-25
1404,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",397.0,,2024-05-10
1405,28,Mcdonald-Sanchez Shampoo,"Vijayawada, Andhra Pradesh",261.0,283.0,2022-06-23
1406,94,"Burns, Durham and Rose Notebook","Amritsar, Punjab",,339.0,2023-03-10
1407,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",30.0,21200.0,2023-08-12
1408,44,Lee-Middleton Lipstick,"Noida, Uttar Pradesh",0.0,91.0,2022-10-27
1409,49,Frederick Group Vase,"Mysuru, Karnataka",0.0,301.0,2023-04-27
1410,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",0.0,105.0,2023-09-17
1411,60,Scott-Daniels Washing Machine,"Jammu, J&K",0.0,287.0,2023-03-05
1412,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",0.0,245.0,2023-11-10
1413,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",0.0,122.0,2023-03-05
1414,96,Wilson and Sons Vacuum Cleaner,"Bhopal, Madhya Pradesh",43.0,121.0,2022-01-16
1415,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",0.0,77.0,2023-02-15
1416,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",0.0,288.0,2023-01-09
1417,67,"Pace, Perez and White Perfume","Vadodara, Gujarat",0.0,193.0,2023-08-10
1418,71,"Shaw, Foster and Bond Shampoo","Mysuru, Karnataka",92.0,47600.0,2022-09-23
1419,36,Brown-Larson Perfume,"Surat, Gujarat",0.0,168.0,2023-02-13
1420,15,Walker-Jones Notebook,"Hyderabad, Telangana",0.0,177.0,2023-06-29
1421,80,Phillips-Lewis Camera,"Kochi, Kerala",188.0,462.0,2022-01-28
1422,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",0.0,352.0,2022-08-02
1423,39,Cunningham Group Tablet,"Pune, Maharashtra",66.0,327.0,2022-11-12
1424,27,Hopkins-Cannon Foundation,"Jaipur, Rajasthan",0.0,163.0,2023-10-07
1425,34,Wilson PLC Lipstick,"Raipur, Chhattisgarh",0.0,58.0,2022-07-11
1426,3,Reed Ltd Marker,"Bhopal, Madhya Pradesh",213.0,446.0,2022-02-07
1427,37,Suarez-James Curtains,"Vijayawada, Andhra Pradesh",53.0,271.0,2023-11-07
1428,36,Brown-Larson Perfume,"Surat, Gujarat",0.0,403.0,2024-01-29
1429,42,Brewer-Fowler Lipstick,"Guwahati, Assam",167.0,237.0,2024-06-05
1430,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",0.0,166.0,2022-11-23
1431,66,Ramirez-Christian Refrigerator,"Kolkata, West Bengal",49.0,243.0,2024-05-21
1432,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",245.0,,2022-06-26
1433,82,Harris-Wilson Vacuum Cleaner,"Shimla, Himachal Pradesh",117.0,,2024-01-19
1434,14,Nelson Inc Moisturizer,"Noida, Uttar Pradesh",199.0,325.0,2022-06-22
1435,6,"Austin, Rodriguez and Rodgers Protein Powder","Cuttack, Odisha",377.0,390.0,2022-10-11
1436,58,Cannon Inc Perfume,"Kochi, Kerala",0.0,126.0,2022-02-24
1437,70,"Rodriguez, Lewis and Robinson Lipstick","Nagpur, Maharashtra",0.0,135.0,2023-03-12
1438,16,Henderson and Sons Stapler,"Dehradun, Uttarakhand",143.0,339.0,2024-03-02
1439,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",160.0,349.0,2024-07-25
1440,83,Sanchez Group Washing Machine,"Lucknow, Uttar Pradesh",0.0,50.0,2023-09-13
1441,72,Moon-Hill Headphones,"Indore, Madhya Pradesh",237.0,386.0,2023-02-16
1442,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",271.0,299.0,2024-08-07
1443,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",0.0,123.0,2022-10-29
1444,33,Smith-Shepherd Vase,"Kanpur, Uttar Pradesh",0.0,306.0,2022-01-19
1445,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,190.0,2023-12-22
1446,15,Walker-Jones Notebook,"Hyderabad, Telangana",0.0,194.0,2023-04-30
1447,46,"Smith, Hanson and Barrett Tablet","Coimbatore, Tamil Nadu",0.0,342.0,2023-12-14
1448,10,"Fuller, Orozco and Key Wall Clock","Jaipur, Rajasthan",0.0,440.0,2023-02-21
1449,68,Goodman-Jones Cushion,"Madurai, Tamil Nadu",342.0,342.0,2024-08-05
1450,28,Mcdonald-Sanchez Shampoo,"Vijayawada, Andhra Pradesh",0.0,214.0,2022-10-15
1451,49,Frederick Group Vase,"Mysuru, Karnataka",104.0,223.0,2023-04-29
1452,56,Fischer-Chandler Camera,"Hyderabad, Telangana",,200.0,2023-04-15
1453,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",,240.0,2022-05-30
1454,54,"Mcdonald, Hunt and Moore Headphones","Kolkata, West Bengal",74.0,411.0,2022-04-27
1455,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",0.0,152.0,2022-10-11
1456,1,"Knight, Potter and Lewis Face Mask","Surat, Gujarat",233.0,278.0,2024-08-01
1457,64,Browning-Burgess Vase,"Mysuru, Karnataka",0.0,67.0,2023-03-17
1458,26,Nichols-Jones Refrigerator,"Chandigarh, UT",257.0,280.0,2022-05-17
1459,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",188.0,220.0,2023-12-31
1460,100,Odom and Sons Moisturizer,"Madurai, Tamil Nadu",406.0,443.0,2022-07-02
1461,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",0.0,159.0,2023-08-07
1462,31,Meyers-Williams Washing Machine,"Shimla, Himachal Pradesh",379.0,433.0,2023-09-27
1463,9,Ingram Ltd Washing Machine,"Nagpur, Maharashtra",90.0,142.0,2022-10-13
1464,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",445.0,460.0,2022-04-14
1465,69,Bennett LLC Marker,"Mysuru, Karnataka",0.0,216.0,2023-03-31
1466,52,"Lindsey, Moore and Hernandez Perfume","Amritsar, Punjab",0.0,138.0,2024-04-17
1467,37,Suarez-James Curtains,"Vijayawada, Andhra Pradesh",0.0,81.0,2023-09-12
1468,39,Cunningham Group Tablet,"Pune, Maharashtra",146.0,306.0,2022-08-12
1469,64,Browning-Burgess Vase,"Mysuru, Karnataka",0.0,445.0,2022-06-13
1470,88,Brandt-Hayes Microwave,"Vadodara, Gujarat",94.0,378.0,2022-10-28
1471,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",0.0,133.0,2023-12-03
1472,4,Chan Group Curtains,"Mysuru, Karnataka",0.0,80.0,2024-03-03
1473,57,Walker PLC Laptop,"Dehradun, Uttarakhand",0.0,311.0,2022-09-24
1474,42,Brewer-Fowler Lipstick,"Guwahati, Assam",332.0,436.0,2024-08-24
1475,53,Allen-Hart Table Lamp,"Bengaluru, Karnataka",192.0,274.0,2022-10-21
1476,95,Hicks LLC Smartwatch,"Srinagar, J&K",,121.0,2023-01-03
1477,90,Johnson Ltd Washing Machine,"Kanpur, Uttar Pradesh",0.0,383.0,2022-08-24
1478,2,Ramirez LLC Stapler,"Visakhapatnam, Andhra Pradesh",229.0,249.0,2022-09-14
1479,91,"Moss, Shaw and Garcia Air Conditioner","Ranchi, Jharkhand",337.0,366.0,2024-02-21
1480,19,Taylor Inc Yoga Mat,"Nagpur, Maharashtra",292.0,,2023-03-19
1481,45,"Campbell, Mcgee and Trevino Vacuum Cleaner","Kolkata, West Bengal",0.0,54.0,2022-08-10
1482,41,Rowland-Rodriguez Protein Powder,"Amritsar, Punjab",0.0,486.0,2023-10-30
1483,13,"Butler, Francis and Lopez Headphones","Thiruvananthapuram, Kerala",0.0,251.0,2023-03-31
1484,79,Santiago LLC Refrigerator,"Amritsar, Punjab",0.0,293.0,2022-06-23
1485,59,"Richardson, Williams and Mendez Pen","Lucknow, Uttar Pradesh",184.0,316.0,2022-06-25
1486,99,"Fleming, Soto and Robertson Shampoo","Bhubaneswar, Odisha",,281.0,2022-07-09
1487,39,Cunningham Group Tablet,"Pune, Maharashtra",127.0,190.0,2023-10-30
1488,40,"Jones, Tran and Murray Massage Oil","Ahmedabad, Gujarat",34.0,441.0,2022-12-08
1489,65,"Walls, Hines and Brooks Pen","Jammu, J&K",0.0,133.0,2022-04-28
1490,75,Hunt-Erickson Tablet,"Kochi, Kerala",177.0,420.0,2023-06-06
1491,24,Gutierrez-Thompson Cushion,"Bhopal, Madhya Pradesh",0.0,224.0,2023-07-16
1492,7,Smith PLC Vase,"Bhubaneswar, Odisha",0.0,198.0,2022-03-09
1493,62,Vasquez-Bowers Laptop,"Lucknow, Uttar Pradesh",319.0,391.0,2023-07-30
1494,50,"Brown, Perez and Kramer Headphones","Chandigarh, UT",0.0,304.0,2022-09-14
1495,66,Ramirez-Christian Refrigerator,"Kolkata, West Bengal",0.0,126.0,2023-10-17
1496,85,Liu Group Cushion,"Indore, Madhya Pradesh",230.0,235.0,2023-02-06
1497,89,"Fuller, Carter and Schaefer Shampoo","Cuttack, Odisha",220.0,336.0,2024-07-10
1498,27,Hopkins-Cannon Foundation,"Jaipur, Rajasthan",0.0,283.0,2023-12-06
1499,35,Crawford-Mccarthy Perfume,"Mysuru, Karnataka",0.0,380.0,2024-04-08
1500,98,"Martin, Perez and Adams Laptop","Gurugram, Haryana",152.0,413.0,2024-08-24
1501,4,Chan Group Curtains,"Mysuru, Karnataka",0.0,188.0,2023-03-29
