SnapshotInvID,ProductID,ProductName,WarehouseLocation,unitsAvailable,unitsDemanded,SnapshotDate
15433,91,Garcia-Mills Headphones,"Kochi, Kerala",120.0,333.0,2023-09-01
15434,67,Hill PLC Air Conditioner,"Bhubaneswar, Odisha",0.0,122.0,2023-06-01
15435,75,Chen PLC Perfume,"Bhubaneswar, Odisha",72.0,373.0,2024-06-01
15436,48,Suarez-French Refrigerator,"Hyderabad, Telangana",356.0,440.0,2023-07-01
15437,68,"Hernandez, Martin and Anderson Protein Powder","Kolkata, West Bengal",95.0,449.0,2022-01-01
15438,32,Alvarado LLC Yoga Mat,"Kanpur, Uttar Pradesh",0.0,169.0,2022-11-01
15439,39,"Smith, Hill and Woods Perfume","Bengaluru, Karnataka",0.0,46200.0,2023-01-01
15440,82,Welch-Davis Tablet,"Guwahati, Assam",,190.0,2022-05-01
15441,37,Reyes Ltd Lipstick,"Mangalore, Karnataka",390.0,427.0,2022-08-01
15442,75,Chen PLC Perfume,"Ahmedabad, Gujarat",260.0,331.0,2024-01-01
15443,15,Owens Ltd Refrigerator,"Mangalore, Karnataka",,490.0,2024-04-01
15444,68,"Hernandez, Martin and Anderson Protein Powder","Ranchi, Jharkhand",349.0,465.0,2022-03-01
15445,45,Miller Ltd Lipstick,"Shimla, Himachal Pradesh",336.0,470.0,2024-04-01
15446,1,Bullock Group Smartwatch,"Ahmedabad, Gujarat",0.0,308.0,2022-01-01
15447,26,Simmons-Stevens Massage Oil,"Coimbatore, Tamil Nadu",0.0,103.0,2023-10-01
15448,100,Wright-Howard Microwave,"Chandigarh, UT",6.0,171.0,2023-05-01
15449,79,"Grant, Johnson and Allen Smartphone","Kanpur, Uttar Pradesh",10.0,116.0,2023-04-01
15450,50,Bell Group Vitamins,"Kanpur, Uttar Pradesh",0.0,380.0,2023-09-01
15451,33,"Robertson, Briggs and Hall Smartwatch","Lucknow, Uttar Pradesh",0.0,206.0,2022-03-01
15452,72,Peterson-Garrison Refrigerator,"Jalandhar, Punjab",,138.0,2023-09-01
15453,77,"Simpson, Davis and Garcia Camera","Raipur, Chhattisgarh",112.0,260.0,2024-09-01
15454,45,Miller Ltd Lipstick,"Dehradun, Uttarakhand",0.0,139.0,2022-10-01
15455,63,Cantu-Phillips Headphones,"Pune, Maharashtra",,297.0,2022-06-01
15456,35,Davis Inc Washing Machine,"Patna, Bihar",263.0,286.0,2023-06-01
15457,42,Robinson Ltd Curtains,"Raipur, Chhattisgarh",0.0,334.0,2023-12-01
15458,40,Short Group Eraser,"Kochi, Kerala",235.0,368.0,2022-06-01
15459,43,"Robertson, Bell and Horn Moisturizer","Thiruvananthapuram, Kerala",70.0,341.0,2024-04-01
15460,88,Gonzalez-Cole Cushion,"Bengaluru, Karnataka",0.0,218.0,2024-04-01
15461,65,"Singleton, Everett and Thompson Moisturizer","Vijayawada, Andhra Pradesh",143.0,373.0,2024-09-01
15462,87,"Reid, Harvey and Richmond Foundation","Delhi, Delhi",57.0,177.0,2022-02-01
15463,94,Sullivan-Brown Shampoo,"Shimla, Himachal Pradesh",33.0,,2023-03-01
15464,82,Welch-Davis Tablet,"Bhopal, Madhya Pradesh",,,2023-02-01
15465,57,"Bush, Evans and Davidson Smartphone","Coimbatore, Tamil Nadu",18.0,77.0,2023-04-01
15466,40,Short Group Eraser,"Bengaluru, Karnataka",123.0,278.0,2023-10-01
15467,59,"Stephenson, Weber and Bailey Lipstick","Vadodara, Gujarat",0.0,280.0,2022-08-01
15468,27,Gay-Clarke Moisturizer,"Lucknow, Uttar Pradesh",0.0,246.0,2023-10-01
15469,55,"Carney, Ford and Lamb Massage Oil","Amritsar, Punjab",0.0,360.0,2024-09-01
15470,96,Johnson-Chapman Perfume,"Madurai, Tamil Nadu",0.0,55.0,2023-11-01
15471,58,Miles-Zhang Lipstick,"Kolkata, West Bengal",0.0,235.0,2024-08-01
15472,73,"Jordan, West and Garcia Yoga Mat","Dehradun, Uttarakhand",306.0,490.0,2022-12-01
15473,62,"Wang, Griffin and Cook Foundation","Bhopal, Madhya Pradesh",,121.0,2022-02-01
15474,10,Byrd-Bailey Wall Clock,"Jaipur, Rajasthan",135.0,411.0,2023-08-01
15475,68,"Hernandez, Martin and Anderson Protein Powder","Delhi, Delhi",118.0,,2022-08-01
15476,66,"Harris, Sloan and Mack Refrigerator","Jalandhar, Punjab",0.0,74.0,2022-07-01
15477,52,Simmons Ltd Table Lamp,"Madurai, Tamil Nadu",467.0,474.0,2022-11-01
15478,43,"Robertson, Bell and Horn Moisturizer","Bhopal, Madhya Pradesh",0.0,232.0,2024-09-01
15479,64,Mendez-Newton Lipstick,"Ranchi, Jharkhand",56.0,332.0,2023-12-01
15480,45,Miller Ltd Lipstick,"Cuttack, Odisha",0.0,134.0,2022-08-01
15481,7,"Jones, Jackson and Rich Marker","Delhi, Delhi",30.0,332.0,2023-08-01
15482,23,Thornton Inc Smartwatch,"Bhopal, Madhya Pradesh",0.0,175.0,2023-07-01
15483,23,Thornton Inc Smartwatch,"Bhopal, Madhya Pradesh",0.0,240.0,2023-01-01
15484,81,Lewis PLC Vacuum Cleaner,"Dehradun, Uttarakhand",0.0,73.0,2022-04-01
15485,68,"Hernandez, Martin and Anderson Protein Powder","Kochi, Kerala",0.0,103.0,2023-11-01
15486,54,"Cook, Hess and Mccormick Laptop","Thiruvananthapuram, Kerala",37.0,217.0,2023-11-01
15487,32,Alvarado LLC Yoga Mat,"Noida, Uttar Pradesh",6400.0,158.0,2024-03-01
15488,47,"Wilkins, Wright and Williams Smartphone","Gurugram, Haryana",0.0,310.0,2022-06-01
15489,45,Miller Ltd Lipstick,"Nagpur, Maharashtra",0.0,448.0,2024-02-01
15490,49,"Brown, Horn and Livingston Massage Oil","Hyderabad, Telangana",309.0,430.0,2022-11-01
15491,94,Sullivan-Brown Shampoo,"Vadodara, Gujarat",121.0,,2023-09-01
15492,58,Miles-Zhang Lipstick,"Vadodara, Gujarat",0.0,244.0,2022-05-01
15493,86,Zuniga-Black Air Conditioner,"Chandigarh, UT",277.0,392.0,2023-12-01
15494,23,Thornton Inc Smartwatch,"Bhopal, Madhya Pradesh",0.0,,2023-06-01
15495,25,Gordon and Sons Lipstick,"Jaipur, Rajasthan",0.0,173.0,2024-04-01
15496,2,Larson and Sons Foundation,"Guwahati, Assam",0.0,66.0,2023-01-01
15497,14,Acevedo Inc Notebook,"Visakhapatnam, Andhra Pradesh",0.0,191.0,2024-05-01
15498,58,Miles-Zhang Lipstick,"Madurai, Tamil Nadu",0.0,414.0,2023-01-01
15499,96,Johnson-Chapman Perfume,"Raipur, Chhattisgarh",57.0,309.0,2023-08-01
15500,91,Garcia-Mills Headphones,"Chandigarh, UT",432.0,466.0,2023-03-01
15501,63,Cantu-Phillips Headphones,"Kanpur, Uttar Pradesh",0.0,257.0,2022-05-01
15502,32,Alvarado LLC Yoga Mat,"Nagpur, Maharashtra",0.0,126.0,2024-05-01
15503,81,Lewis PLC Vacuum Cleaner,"Nagpur, Maharashtra",0.0,165.0,2024-02-01
15504,50,Bell Group Vitamins,"Cuttack, Odisha",0.0,103.0,2022-09-01
15505,82,Welch-Davis Tablet,"Hyderabad, Telangana",127.0,461.0,2023-11-01
15506,9,"Hodges, Stanley and Sanchez Air Conditioner","Amritsar, Punjab",,310.0,2022-05-01
15507,74,Rowe Ltd Table Lamp,"Kanpur, Uttar Pradesh",0.0,199.0,2022-02-01
15508,66,"Harris, Sloan and Mack Refrigerator","Hyderabad, Telangana",422.0,438.0,2022-03-01
15509,73,"Jordan, West and Garcia Yoga Mat","Thiruvananthapuram, Kerala",0.0,450.0,2022-01-01
15510,95,Soto-Weaver Cushion,"Srinagar, J&K",,83.0,2024-08-01
15511,77,"Simpson, Davis and Garcia Camera","Mangalore, Karnataka",0.0,137.0,2023-10-01
15512,5,Woods-Rasmussen Smartwatch,"Delhi, Delhi",197.0,468.0,2023-06-01
15513,50,Bell Group Vitamins,"Kanpur, Uttar Pradesh",77.0,297.0,2022-10-01
15514,35,Davis Inc Washing Machine,"Jaipur, Rajasthan",200.0,461.0,2022-11-01
15515,35,Davis Inc Washing Machine,"Chandigarh, UT",78.0,177.0,2024-03-01
15516,45,Miller Ltd Lipstick,"Kochi, Kerala",74.0,77.0,2023-02-01
15517,30,"Miller, Riggs and Riley Shampoo","Thiruvananthapuram, Kerala",,358.0,2022-09-01
15518,5,Woods-Rasmussen Smartwatch,"Ahmedabad, Gujarat",,377.0,2022-12-01
15519,28,Hernandez-Patel Wall Clock,"Pune, Maharashtra",362.0,386.0,2024-06-01
15520,86,Zuniga-Black Air Conditioner,"Ahmedabad, Gujarat",47.0,224.0,2024-07-01
15521,19,Gray Ltd Curtains,"Bengaluru, Karnataka",364.0,429.0,2023-03-01
15522,81,Lewis PLC Vacuum Cleaner,"Nagpur, Maharashtra",30.0,277.0,2023-04-01
15523,91,Garcia-Mills Headphones,"Ranchi, Jharkhand",0.0,153.0,2024-04-01
15524,35,Davis Inc Washing Machine,"Lucknow, Uttar Pradesh",398.0,413.0,2023-05-01
15525,35,Davis Inc Washing Machine,"Dehradun, Uttarakhand",20.0,,2024-09-01
15526,21,"Bass, Wright and Jones Table Lamp","Madurai, Tamil Nadu",60.0,229.0,2023-09-01
15527,18,Hughes and Sons Foundation,"Kolkata, West Bengal",0.0,423.0,2022-01-01
15528,19,Gray Ltd Curtains,"Hyderabad, Telangana",211.0,282.0,2022-12-01
15529,15,Owens Ltd Refrigerator,"Kanpur, Uttar Pradesh",0.0,284.0,2022-05-01
15530,30,"Miller, Riggs and Riley Shampoo","Nagpur, Maharashtra",0.0,456.0,2022-02-01
15531,38,Flores Group Moisturizer,"Ranchi, Jharkhand",,283.0,2022-06-01
15532,10,Byrd-Bailey Wall Clock,"Raipur, Chhattisgarh",0.0,75.0,2024-05-01
15533,91,Garcia-Mills Headphones,"Shimla, Himachal Pradesh",,163.0,2024-09-01
15534,19,Gray Ltd Curtains,"Kanpur, Uttar Pradesh",100.0,377.0,2023-08-01
15535,57,"Bush, Evans and Davidson Smartphone","Ranchi, Jharkhand",0.0,291.0,2024-08-01
15536,87,"Reid, Harvey and Richmond Foundation","Kanpur, Uttar Pradesh",0.0,301.0,2022-12-01
15537,56,Curry LLC Protein Powder,"Chandigarh, UT",0.0,243.0,2024-04-01
15538,34,White-Huff Stapler,"Pune, Maharashtra",121.0,285.0,2022-04-01
15539,72,Peterson-Garrison Refrigerator,"Amritsar, Punjab",190.0,234.0,2024-02-01
15540,7,"Jones, Jackson and Rich Marker","Cuttack, Odisha",450.0,338.0,2024-03-01
15541,51,"Williams, Barnes and Thompson Vacuum Cleaner","Vadodara, Gujarat",335.0,428.0,2023-07-01
15542,79,"Grant, Johnson and Allen Smartphone","Noida, Uttar Pradesh",218.0,439.0,2022-07-01
15543,57,"Bush, Evans and Davidson Smartphone","Mangalore, Karnataka",293.0,384.0,2023-04-01
15544,16,Hernandez Inc Moisturizer,"Pune, Maharashtra",44.0,219.0,2023-09-01
15545,26,Simmons-Stevens Massage Oil,"Madurai, Tamil Nadu",115.0,159.0,2022-01-01
15546,86,Zuniga-Black Air Conditioner,"Amritsar, Punjab",0.0,357.0,2022-07-01
15547,33,"Robertson, Briggs and Hall Smartwatch","Madurai, Tamil Nadu",,354.0,2023-12-01
15548,100,Wright-Howard Microwave,"Bengaluru, Karnataka",0.0,89.0,2024-02-01
15549,30,"Miller, Riggs and Riley Shampoo","Ranchi, Jharkhand",237.0,326.0,2023-01-01
15550,96,Johnson-Chapman Perfume,"Dehradun, Uttarakhand",128.0,490.0,2024-02-01
15551,92,"Thomas, Tate and Soto Smartwatch","Kolkata, West Bengal",22900.0,496.0,2023-12-01
15552,51,"Williams, Barnes and Thompson Vacuum Cleaner","Bhubaneswar, Odisha",0.0,399.0,2024-05-01
15553,47,"Wilkins, Wright and Williams Smartphone","Lucknow, Uttar Pradesh",0.0,304.0,2023-06-01
15554,72,Peterson-Garrison Refrigerator,"Ranchi, Jharkhand",225.0,325.0,2024-03-01
15555,60,Johnson-Banks Vitamins,"Mysuru, Karnataka",0.0,363.0,2023-04-01
15556,82,Welch-Davis Tablet,"Raipur, Chhattisgarh",222.0,456.0,2024-08-01
15557,74,Rowe Ltd Table Lamp,"Jalandhar, Punjab",0.0,219.0,2022-05-01
15558,39,"Smith, Hill and Woods Perfume","Jalandhar, Punjab",93.0,413.0,2023-07-01
15559,23,Thornton Inc Smartwatch,"Bhopal, Madhya Pradesh",,406.0,2022-03-01
15560,33,"Robertson, Briggs and Hall Smartwatch","Patna, Bihar",0.0,437.0,2024-01-01
15561,72,Peterson-Garrison Refrigerator,"Kolkata, West Bengal",0.0,154.0,2024-03-01
15562,57,"Bush, Evans and Davidson Smartphone","Ranchi, Jharkhand",158.0,245.0,2022-10-01
15563,37,Reyes Ltd Lipstick,"Bengaluru, Karnataka",0.0,186.0,2024-08-01
15564,68,"Hernandez, Martin and Anderson Protein Powder","Noida, Uttar Pradesh",51.0,120.0,2022-02-01
15565,83,Garcia Ltd Pen,"Hyderabad, Telangana",0.0,80.0,2024-01-01
15566,59,"Stephenson, Weber and Bailey Lipstick","Noida, Uttar Pradesh",0.0,163.0,2022-04-01
15567,43,"Robertson, Bell and Horn Moisturizer","Gurugram, Haryana",156.0,357.0,2024-08-01
15568,12,"Saunders, Smith and Atkins Notebook","Amritsar, Punjab",178.0,430.0,2024-02-01
15569,15,Owens Ltd Refrigerator,"Jaipur, Rajasthan",0.0,,2024-08-01
15570,37,Reyes Ltd Lipstick,"Jalandhar, Punjab",426.0,478.0,2023-09-01
15571,83,Garcia Ltd Pen,"Chandigarh, UT",91.0,380.0,2023-03-01
15572,27,Gay-Clarke Moisturizer,"Visakhapatnam, Andhra Pradesh",0.0,304.0,2022-07-01
15573,61,Montoya-Holden Curtains,"Mysuru, Karnataka",0.0,238.0,2022-08-01
15574,81,Lewis PLC Vacuum Cleaner,"Delhi, Delhi",225.0,381.0,2022-07-01
15575,65,"Singleton, Everett and Thompson Moisturizer","Ahmedabad, Gujarat",53.0,167.0,2024-02-01
15576,16,Hernandez Inc Moisturizer,"Coimbatore, Tamil Nadu",285.0,459.0,2022-06-01
15577,24,"Gutierrez, Neal and Vargas Table Lamp","Chandigarh, UT",0.0,230.0,2022-02-01
15578,62,"Wang, Griffin and Cook Foundation","Madurai, Tamil Nadu",211.0,499.0,2024-08-01
15579,69,"Curry, Cervantes and Jackson Vase","Coimbatore, Tamil Nadu",0.0,224.0,2023-01-01
15580,39,"Smith, Hill and Woods Perfume","Bhubaneswar, Odisha",340.0,440.0,2024-04-01
15581,10,Byrd-Bailey Wall Clock,"Jaipur, Rajasthan",53.0,140.0,2022-06-01
15582,40,Short Group Eraser,"Chennai, Tamil Nadu",112.0,331.0,2022-03-01
15583,86,Zuniga-Black Air Conditioner,"Vadodara, Gujarat",0.0,224.0,2024-09-01
15584,57,"Bush, Evans and Davidson Smartphone","Coimbatore, Tamil Nadu",283.0,423.0,2024-01-01
15585,62,"Wang, Griffin and Cook Foundation","Vadodara, Gujarat",373.0,461.0,2022-10-01
15586,63,Cantu-Phillips Headphones,"Kanpur, Uttar Pradesh",211.0,254.0,2024-06-01
15587,52,Simmons Ltd Table Lamp,"Kolkata, West Bengal",0.0,168.0,2024-08-01
15588,20,Lewis Ltd Washing Machine,"Raipur, Chhattisgarh",0.0,315.0,2023-09-01
15589,96,Johnson-Chapman Perfume,"Lucknow, Uttar Pradesh",362.0,391.0,2022-12-01
15590,99,Hernandez-Davis Cushion,"Chennai, Tamil Nadu",99.0,148.0,2022-09-01
15591,17,Wolfe-Hood Pen,"Delhi, Delhi",0.0,,2022-05-01
15592,68,"Hernandez, Martin and Anderson Protein Powder","Vijayawada, Andhra Pradesh",73.0,377.0,2022-11-01
15593,37,Reyes Ltd Lipstick,"Thiruvananthapuram, Kerala",0.0,170.0,2022-07-01
15594,45,Miller Ltd Lipstick,"Vijayawada, Andhra Pradesh",0.0,93.0,2023-02-01
15595,45,Miller Ltd Lipstick,"Mangalore, Karnataka",0.0,159.0,2022-01-01
15596,26,Simmons-Stevens Massage Oil,"Amritsar, Punjab",94.0,176.0,2023-06-01
15597,89,James Ltd Smartphone,"Madurai, Tamil Nadu",0.0,84.0,2022-01-01
15598,25,Gordon and Sons Lipstick,"Patna, Bihar",,,2023-09-01
15599,24,"Gutierrez, Neal and Vargas Table Lamp","Delhi, Delhi",212.0,461.0,2022-09-01
15600,37,Reyes Ltd Lipstick,"Vadodara, Gujarat",0.0,161.0,2024-08-01
15601,3,"Schultz, Avila and Foster Table Lamp","Nagpur, Maharashtra",0.0,98.0,2023-02-01
15602,31,"Huang, White and Mcclure Washing Machine","Vijayawada, Andhra Pradesh",,242.0,2023-09-01
15603,6,Jordan Ltd Perfume,"Jaipur, Rajasthan",87.0,239.0,2022-04-01
15604,6,Jordan Ltd Perfume,"Thiruvananthapuram, Kerala",0.0,93.0,2024-07-01
15605,62,"Wang, Griffin and Cook Foundation","Bengaluru, Karnataka",0.0,193.0,2024-07-01
15606,85,Hobbs-Hanson Refrigerator,"Chennai, Tamil Nadu",77.0,177.0,2022-02-01
15607,94,Sullivan-Brown Shampoo,"Chennai, Tamil Nadu",0.0,140.0,2024-01-01
15608,53,Rogers Inc Smartphone,"Ranchi, Jharkhand",0.0,78.0,2023-12-01
15609,54,"Cook, Hess and Mccormick Laptop","Amritsar, Punjab",305.0,416.0,2022-04-01
15610,42,Robinson Ltd Curtains,"Cuttack, Odisha",279.0,448.0,2024-08-01
15611,25,Gordon and Sons Lipstick,"Chennai, Tamil Nadu",317.0,357.0,2024-04-01
15612,86,Zuniga-Black Air Conditioner,"Bhopal, Madhya Pradesh",0.0,127.0,2022-06-01
15613,62,"Wang, Griffin and Cook Foundation","Amritsar, Punjab",0.0,219.0,2023-10-01
15614,54,"Cook, Hess and Mccormick Laptop","Kochi, Kerala",0.0,90.0,2024-09-01
15615,75,Chen PLC Perfume,"Kanpur, Uttar Pradesh",26.0,206.0,2023-11-01
15616,86,Zuniga-Black Air Conditioner,"Ahmedabad, Gujarat",66.0,428.0,2022-11-01
15617,36,"Ferguson, Hernandez and Boyd Yoga Mat","Madurai, Tamil Nadu",0.0,340.0,2024-06-01
15618,25,Gordon and Sons Lipstick,"Mysuru, Karnataka",0.0,241.0,2023-02-01
15619,24,"Gutierrez, Neal and Vargas Table Lamp","Lucknow, Uttar Pradesh",66.0,422.0,2023-10-01
15620,14,Acevedo Inc Notebook,"Delhi, Delhi",56.0,80.0,2023-10-01
15621,6,Jordan Ltd Perfume,"Gurugram, Haryana",162.0,470.0,2023-09-01
15622,74,Rowe Ltd Table Lamp,"Bhopal, Madhya Pradesh",0.0,209.0,2022-08-01
15623,69,"Curry, Cervantes and Jackson Vase","Visakhapatnam, Andhra Pradesh",301.0,326.0,2022-07-01
15624,41,Holmes-Wilson Laptop,"Coimbatore, Tamil Nadu",0.0,61.0,2022-11-01
15625,20,Lewis Ltd Washing Machine,"Chennai, Tamil Nadu",331.0,493.0,2023-12-01
15626,96,Johnson-Chapman Perfume,"Bhopal, Madhya Pradesh",362.0,371.0,2022-01-01
15627,48,Suarez-French Refrigerator,"Noida, Uttar Pradesh",116.0,450.0,2023-06-01
15628,94,Sullivan-Brown Shampoo,"Vijayawada, Andhra Pradesh",399.0,469.0,2024-04-01
15629,64,Mendez-Newton Lipstick,"Kolkata, West Bengal",158.0,376.0,2023-06-01
15630,35,Davis Inc Washing Machine,"Guwahati, Assam",0.0,272.0,2023-02-01
15631,35,Davis Inc Washing Machine,"Bhubaneswar, Odisha",0.0,123.0,2022-08-01
15632,20,Lewis Ltd Washing Machine,"Guwahati, Assam",,141.0,2022-10-01
15633,64,Mendez-Newton Lipstick,"Kolkata, West Bengal",50.0,492.0,2023-04-01
15634,15,Owens Ltd Refrigerator,"Chennai, Tamil Nadu",450.0,467.0,2024-02-01
15635,88,Gonzalez-Cole Cushion,"Dehradun, Uttarakhand",0.0,126.0,2022-12-01
15636,72,Peterson-Garrison Refrigerator,"Mangalore, Karnataka",0.0,337.0,2024-05-01
15637,92,"Thomas, Tate and Soto Smartwatch","Thiruvananthapuram, Kerala",0.0,166.0,2023-08-01
15638,24,"Gutierrez, Neal and Vargas Table Lamp","Ranchi, Jharkhand",89.0,446.0,2023-04-01
15639,72,Peterson-Garrison Refrigerator,"Kochi, Kerala",0.0,121.0,2024-08-01
15640,7,"Jones, Jackson and Rich Marker","Guwahati, Assam",227.0,446.0,2023-12-01
15641,22,"Romero, Patterson and Boyd Stapler","Dehradun, Uttarakhand",,230.0,2022-05-01
15642,93,Walker-Choi Protein Powder,"Gurugram, Haryana",98.0,465.0,2023-09-01
15643,24,"Gutierrez, Neal and Vargas Table Lamp","Pune, Maharashtra",0.0,379.0,2024-08-01
15644,68,"Hernandez, Martin and Anderson Protein Powder","Chennai, Tamil Nadu",0.0,185.0,2023-11-01
15645,27,Gay-Clarke Moisturizer,"Thiruvananthapuram, Kerala",187.0,327.0,2023-04-01
15646,79,"Grant, Johnson and Allen Smartphone","Noida, Uttar Pradesh",105.0,136.0,2023-04-01
15647,46,Frank-Garcia Air Conditioner,"Cuttack, Odisha",181.0,404.0,2024-03-01
15648,92,"Thomas, Tate and Soto Smartwatch","Cuttack, Odisha",193.0,423.0,2024-06-01
15649,68,"Hernandez, Martin and Anderson Protein Powder","Chennai, Tamil Nadu",0.0,128.0,2023-06-01
15650,97,"Porter, Harper and Gomez Tablet","Ranchi, Jharkhand",251.0,447.0,2022-12-01
15651,13,Christensen-Patrick Foundation,"Visakhapatnam, Andhra Pradesh",93.0,114.0,2024-05-01
15652,60,Johnson-Banks Vitamins,"Ranchi, Jharkhand",0.0,51.0,2022-08-01
15653,80,Ortiz-Garcia Laptop,"Shimla, Himachal Pradesh",0.0,302.0,2023-01-01
15654,21,"Bass, Wright and Jones Table Lamp","Shimla, Himachal Pradesh",0.0,308.0,2024-04-01
15655,54,"Cook, Hess and Mccormick Laptop","Coimbatore, Tamil Nadu",0.0,172.0,2023-04-01
15656,12,"Saunders, Smith and Atkins Notebook","Bengaluru, Karnataka",0.0,144.0,2024-07-01
15657,28,Hernandez-Patel Wall Clock,"Jalandhar, Punjab",0.0,135.0,2024-03-01
15658,28,Hernandez-Patel Wall Clock,"Kolkata, West Bengal",14400.0,493.0,2022-02-01
15659,30,"Miller, Riggs and Riley Shampoo","Guwahati, Assam",0.0,437.0,2024-01-01
15660,56,Curry LLC Protein Powder,"Raipur, Chhattisgarh",109.0,172.0,2023-10-01
15661,9,"Hodges, Stanley and Sanchez Air Conditioner","Visakhapatnam, Andhra Pradesh",0.0,221.0,2023-03-01
15662,6,Jordan Ltd Perfume,"Pune, Maharashtra",0.0,53.0,2024-06-01
15663,94,Sullivan-Brown Shampoo,"Dehradun, Uttarakhand",230.0,414.0,2023-07-01
15664,7,"Jones, Jackson and Rich Marker","Ranchi, Jharkhand",60.0,219.0,2023-12-01
15665,84,Hansen Inc Face Mask,"Vadodara, Gujarat",8500.0,253.0,2022-08-01
15666,43,"Robertson, Bell and Horn Moisturizer","Mangalore, Karnataka",369.0,442.0,2024-08-01
15667,6,Jordan Ltd Perfume,"Nagpur, Maharashtra",57.0,332.0,2022-07-01
15668,83,Garcia Ltd Pen,"Nagpur, Maharashtra",0.0,428.0,2022-08-01
15669,75,Chen PLC Perfume,"Shimla, Himachal Pradesh",0.0,110.0,2023-10-01
15670,53,Rogers Inc Smartphone,"Mangalore, Karnataka",8.0,109.0,2022-10-01
15671,98,Whitney-Garcia Microwave,"Lucknow, Uttar Pradesh",0.0,86.0,2023-08-01
15672,67,Hill PLC Air Conditioner,"Vadodara, Gujarat",0.0,365.0,2023-01-01
15673,71,Harris-Ward Smartwatch,"Hyderabad, Telangana",140.0,325.0,2023-11-01
15674,69,"Curry, Cervantes and Jackson Vase","Kanpur, Uttar Pradesh",14.0,132.0,2023-11-01
15675,99,Hernandez-Davis Cushion,"Noida, Uttar Pradesh",136.0,445.0,2024-09-01
15676,68,"Hernandez, Martin and Anderson Protein Powder","Bengaluru, Karnataka",53.0,384.0,2022-03-01
15677,64,Mendez-Newton Lipstick,"Jaipur, Rajasthan",301.0,422.0,2023-07-01
15678,38,Flores Group Moisturizer,"Bengaluru, Karnataka",0.0,223.0,2023-03-01
15679,72,Peterson-Garrison Refrigerator,"Bhubaneswar, Odisha",0.0,92.0,2022-10-01
15680,82,Welch-Davis Tablet,"Srinagar, J&K",215.0,479.0,2024-06-01
15681,8,Bennett Ltd Microwave,"Thiruvananthapuram, Kerala",24.0,367.0,2023-11-01
15682,93,Walker-Choi Protein Powder,"Hyderabad, Telangana",45.0,422.0,2024-08-01
15683,37,Reyes Ltd Lipstick,"Bhopal, Madhya Pradesh",211.0,363.0,2023-04-01
15684,80,Ortiz-Garcia Laptop,"Chennai, Tamil Nadu",319.0,,2024-05-01
15685,52,Simmons Ltd Table Lamp,"Noida, Uttar Pradesh",273.0,310.0,2022-08-01
15686,99,Hernandez-Davis Cushion,"Coimbatore, Tamil Nadu",20.0,409.0,2022-01-01
15687,34,White-Huff Stapler,"Delhi, Delhi",201.0,346.0,2024-01-01
15688,86,Zuniga-Black Air Conditioner,"Jaipur, Rajasthan",0.0,176.0,2023-09-01
15689,99,Hernandez-Davis Cushion,"Kanpur, Uttar Pradesh",195.0,236.0,2023-06-01
15690,85,Hobbs-Hanson Refrigerator,"Mangalore, Karnataka",17.0,340.0,2022-08-01
15691,31,"Huang, White and Mcclure Washing Machine","Kochi, Kerala",143.0,231.0,2023-01-01
15692,59,"Stephenson, Weber and Bailey Lipstick","Nagpur, Maharashtra",6.0,133.0,2024-05-01
15693,67,Hill PLC Air Conditioner,"Dehradun, Uttarakhand",236.0,431.0,2022-01-01
15694,87,"Reid, Harvey and Richmond Foundation","Amritsar, Punjab",147.0,460.0,2023-01-01
15695,90,"Wilson, Schultz and Ross Air Conditioner","Hyderabad, Telangana",0.0,69.0,2024-07-01
15696,13,Christensen-Patrick Foundation,"Noida, Uttar Pradesh",800.0,307.0,2022-10-01
15697,60,Johnson-Banks Vitamins,"Mangalore, Karnataka",0.0,53.0,2024-09-01
15698,78,Hill-Osborne Face Mask,"Jalandhar, Punjab",303.0,423.0,2023-09-01
15699,67,Hill PLC Air Conditioner,"Bhubaneswar, Odisha",0.0,121.0,2022-03-01
15700,16,Hernandez Inc Moisturizer,"Nagpur, Maharashtra",495.0,,2023-01-01
15701,84,Hansen Inc Face Mask,"Madurai, Tamil Nadu",193.0,,2024-07-01
15702,1,Bullock Group Smartwatch,"Bhubaneswar, Odisha",0.0,55.0,2022-07-01
15703,97,"Porter, Harper and Gomez Tablet","Jaipur, Rajasthan",0.0,238.0,2022-11-01
15704,56,Curry LLC Protein Powder,"Bhopal, Madhya Pradesh",,205.0,2023-09-01
15705,80,Ortiz-Garcia Laptop,"Visakhapatnam, Andhra Pradesh",0.0,198.0,2022-12-01
15706,14,Acevedo Inc Notebook,"Bengaluru, Karnataka",0.0,367.0,2023-02-01
15707,81,Lewis PLC Vacuum Cleaner,"Ranchi, Jharkhand",29.0,349.0,2023-01-01
15708,97,"Porter, Harper and Gomez Tablet","Mysuru, Karnataka",137.0,388.0,2022-02-01
15709,13,Christensen-Patrick Foundation,"Vijayawada, Andhra Pradesh",0.0,389.0,2023-11-01
15710,82,Welch-Davis Tablet,"Gurugram, Haryana",0.0,64.0,2024-05-01
15711,30,"Miller, Riggs and Riley Shampoo","Hyderabad, Telangana",223.0,345.0,2022-08-01
15712,13,Christensen-Patrick Foundation,"Thiruvananthapuram, Kerala",0.0,192.0,2024-08-01
15713,12,"Saunders, Smith and Atkins Notebook","Ranchi, Jharkhand",159.0,217.0,2022-05-01
